addr,x,y,null,null.1
60000040:,001e48f4,.H..,,
60000040:,001e518c,.Q..,,
60000040:,001e497c,|I..,,
60000040:,001e4f10,.O..,,
60000040:,001e5c3c,<\..,,
60000040:,001e5b38,8[..,,
60000040:,001e4d24,$M..,,
60000040:,001e4d5c,\M..,,
60000040:,001e4a2c,",J..",,
60000040:,001e5734,4W..,,
60000040:,001e4d14,.M..,,
60000040:,001e430c,.C..,,
60000040:,001e4848,HH..,,
60000040:,001e4d70,pM..,,
60000040:,001e47fc,.G..,,
60000040:,001e5530,0U..,,
60000040:,001e579c,.W..,,
60000040:,001e4cc4,.L..,,
60000040:,001e548c,.T..,,
60000040:,001e501c,.P..,,
60000040:,001e4f8c,.O..,,
60000040:,001e4a8c,.J..,,
60000040:,001e4e44,DN..,,
60000040:,001e4f4c,LO..,,
60000040:,001e5004,.P..,,
60000040:,001e4b48,HK..,,
60000040:,001e5084,.P..,,
60000040:,001e4d80,.M..,,
60000040:,001e51ac,.Q..,,
60000040:,001e54d0,.T..,,
60000040:,001e50d0,.P..,,
60000040:,001e55c8,.U..,,
60000040:,001e5344,DS..,,
60000040:,001e5298,.R..,,
60000040:,001e5284,.R..,,
60000040:,001e5488,.T..,,
60000040:,001e54b8,.T..,,
60000040:,001e58e0,.X..,,
60000040:,001e52f0,.R..,,
60000040:,001e4ea0,.N..,,
60000040:,001e5ce8,.\..,,
60000040:,001e4f04,.O..,,
60000040:,001e5214,.R..,,
60000040:,001e57b0,.W..,,
60000040:,001e56f0,.V..,,
60000040:,001e4880,.H..,,
60000040:,001e51e8,.Q..,,
60000040:,001e4f4c,LO..,,
60000040:,001e5ba0,.[..,,
60000040:,001e4fac,.O..,,
60000040:,001e5b04,.[..,,
60000040:,001e518c,.Q..,,
60000040:,001e4e84,.N..,,
60000040:,001e5578,xU..,,
60000040:,001e5638,8V..,,
60000040:,001e54d8,.T..,,
60000040:,001e48d0,.H..,,
60000040:,001e59d8,.Y..,,
60000040:,001e5d20,]..,,
60000040:,001e5194,.Q..,,
60000040:,001e4e74,tN..,,
60000040:,001e4fcc,.O..,,
60000040:,001e4fd8,.O..,,
60000040:,001e500c,.P..,,
60000040:,001e58f8,.X..,,
60000040:,001e4aec,.J..,,
60000040:,001e4c1c,.L..,,
60000040:,001e5748,HW..,,
60000040:,001e4b0c,.K..,,
60000040:,001e4e8c,.N..,,
60000040:,001e5188,.Q..,,
60000040:,001e5458,XT..,,
60000040:,001e4478,xD..,,
60000040:,001e462c,",F..",,
60000040:,001e49cc,.I..,,
60000040:,001e4d38,8M..,,
60000040:,001e541c,.T..,,
60000040:,001e498c,.I..,,
60000040:,001e4b84,.K..,,
60000040:,001e4794,.G..,,
60000040:,001e4fd0,.O..,,
60000040:,001e5064,dP..,,
60000040:,001e4bdc,.K..,,
60000040:,001e4af0,.J..,,
60000040:,001e5190,.Q..,,
60000040:,001e4d80,.M..,,
60000040:,001e48dc,.H..,,
60000040:,001e4fec,.O..,,
60000040:,001e6d90,.m..,,
60000040:,001e4c6c,lL..,,
60000040:,001e4c30,0L..,,
60000040:,001e4cb0,.L..,,
60000040:,001e4f30,0O..,,
60000040:,001e50c4,.P..,,
60000040:,001e4c64,dL..,,
60000040:,001e4854,TH..,,
60000040:,001e5e7c,|^..,,
60000040:,001e464c,LF..,,
60000040:,001e55bc,.U..,,
60000040:,001e53a0,.S..,,
60000040:,001e6624,$f..,,
60000040:,001e52d8,.R..,,
60000040:,001e4fa8,.O..,,
60000040:,001e50b4,.P..,,
60000040:,001e49e4,.I..,,
60000040:,001e4e20,N..,,
60000040:,001e4fbc,.O..,,
60000040:,001e5634,4V..,,
60000040:,001e5324,$S..,,
60000040:,001e5648,HV..,,
60000040:,001e4fa0,.O..,,
60000040:,001e53c4,.S..,,
60000040:,001e53b4,.S..,,
60000040:,001e51b4,.Q..,,
60000040:,001e58b0,.X..,,
60000040:,001e5468,hT..,,
60000040:,001e50a0,.P..,,
60000040:,001e5124,$Q..,,
60000040:,001e53a0,.S..,,
60000040:,001e4fc4,.O..,,
60000040:,001e4ae4,.J..,,
60000040:,001e4fb4,.O..,,
60000040:,001e5204,.R..,,
60000040:,001e4670,pF..,,
60000040:,001e560c,.V..,,
60000040:,001e4a80,.J..,,
60000040:,001e59ec,.Y..,,
60000040:,001e4e40,@N..,,
60000040:,001e5010,.P..,,
60000040:,001e57f4,.W..,,
60000040:,001e4c74,tL..,,
60000040:,001e591c,.Y..,,
60000040:,001e5338,8S..,,
60000040:,001e5514,.U..,,
60000040:,001e5754,TW..,,
60000040:,001e54dc,.T..,,
60000040:,001e51d0,.Q..,,
60000040:,001e5108,.Q..,,
60000040:,001e5e7c,|^..,,
60000040:,001e534c,LS..,,
60000040:,001e47f8,.G..,,
60000040:,001e4e4c,LN..,,
60000040:,001e77f4,.w..,,
60000040:,001e4f20,O..,,
60000040:,001e4b8c,.K..,,
60000040:,001e49c8,.I..,,
60000040:,001e4bf4,.K..,,
60000040:,001e518c,.Q..,,
60000040:,001e4b0c,.K..,,
60000040:,001e5320,S..,,
60000040:,001e4968,hI..,,
60000040:,001e5240,@R..,,
60000040:,001e5210,.R..,,
60000040:,001e52b0,.R..,,
60000040:,001e7688,.v..,,
60000040:,001e5520,U..,,
60000040:,001e557c,|U..,,
60000040:,001e53b0,.S..,,
60000040:,001e5818,.X..,,
60000040:,001e5728,(W..,,
60000040:,001e51b0,.Q..,,
60000040:,001e5568,hU..,,
60000040:,001e4484,.D..,,
60000040:,001e5950,PY..,,
60000040:,001e5904,.Y..,,
60000040:,001e599c,.Y..,,
60000040:,001e5900,.Y..,,
60000040:,001e5308,.S..,,
60000040:,001e512c,",Q..",,
60000040:,001e5644,DV..,,
60000040:,001e5018,.P..,,
60000040:,001e51a8,.Q..,,
60000040:,001e55f0,.U..,,
60000040:,001e4e28,(N..,,
60000040:,001e565c,\V..,,
60000040:,001e53b0,.S..,,
60000040:,001e595c,\Y..,,
60000040:,001e4cc4,.L..,,
60000040:,001e4f88,.O..,,
60000040:,001e5a2c,",Z..",,
60000040:,001e5140,@Q..,,
60000040:,001e55b4,.U..,,
60000040:,001e4b7c,|K..,,
60000040:,001e4c90,.L..,,
60000040:,001e5704,.W..,,
60000040:,001e50c0,.P..,,
60000040:,001e5018,.P..,,
60000040:,001e4f4c,LO..,,
60000040:,001e4aac,.J..,,
60000040:,001e4d08,.M..,,
60000040:,001e484c,LH..,,
60000040:,001e5808,.X..,,
60000040:,001e576c,lW..,,
60000040:,001e4fa8,.O..,,
60000040:,001e5678,xV..,,
60000040:,001e56b0,.V..,,
60000040:,001e610c,.a..,,
60000040:,001e50e4,.P..,,
60000040:,001e5a34,4Z..,,
60000040:,001e55a4,.U..,,
60000040:,001e4ea8,.N..,,
60000040:,001e5358,XS..,,
60000040:,001e50ac,.P..,,
60000040:,001e56f4,.V..,,
60000040:,001e5548,HU..,,
60000040:,001e58c4,.X..,,
60000040:,001e54e0,.T..,,
60000040:,001e56d0,.V..,,
60000040:,001e5444,DT..,,
60000040:,001e5534,4U..,,
60000040:,001e4fa0,.O..,,
60000040:,001e5ef8,.^..,,
60000040:,001e54b0,.T..,,
60000040:,001e50e4,.P..,,
60000040:,001e5a38,8Z..,,
60000040:,001e51f8,.Q..,,
60000040:,001e52f8,.R..,,
60000040:,001e56f0,.V..,,
60000040:,001e4ecc,.N..,,
60000040:,001e5498,.T..,,
60000040:,001e5b44,D[..,,
60000040:,001e57fc,.W..,,
60000040:,001e55f4,.U..,,
60000040:,001e574c,LW..,,
60000040:,001e595c,\Y..,,
60000040:,001e54f0,.T..,,
