addr,x,y,null,null.1
60000040:,00170b74,t...,,
60000040:,00393dd4,.=9.,,
60000040:,00244ca8,.L$.,,
60000040:,000320a0,.,..,
60000040:,002dbb50,P.-.,,
60000040:,0036ec24,$.6.,,
60000040:,00000788,....,,
60000040:,0009a558,X...,,
60000040:,001420f4,.,..,
60000040:,001d5960,`Y..,,
60000040:,00267500,.u&.,,
60000040:,00304384,.C0.,,
60000040:,003af130,0.:.,,
60000040:,000440f8,.@..,,
60000040:,000d0ebc,....,,
60000040:,0016c02c,",...",,
60000040:,00212440,@$!.,,
60000040:,0029f080,..).,,
60000040:,00332fb0,./3.,,
60000040:,003b3b38,8;;.,,
60000040:,00045ffc,._..,,
60000040:,000e24f4,.$..,,
60000040:,0016b2fc,....,,
60000040:,001f3668,h6..,,
60000040:,002c4c8c,".L,.",,
60000040:,003607ac,..6.,,
60000040:,003ffb68,h.?.,,
60000040:,00089f88,....,,
60000040:,00131a1c,....,,
60000040:,001ce6cc,....,,
60000040:,001c57f8,.W..,,
60000040:,0025e24c,L.%.,,
60000040:,00257a60,`z%.,,
60000040:,002e8760,`...,,
60000040:,002ee840,@...,,
60000040:,00381f28,(.8.,,
60000040:,00032208,".""..",,
60000040:,000d1378,x...,,
60000040:,0015b5f8,....,,
60000040:,001fd6e0,....,,
60000040:,0027d49c,..'.,,
60000040:,00310f3c,<.1.,,
60000040:,003a18f8,..:.,,
60000040:,000377c4,.w..,,
60000040:,00104578,xE..,,
60000040:,001b7958,Xy..,,
60000040:,00244d74,tM$.,,
60000040:,002d40e4,.@-.,,
60000040:,0035b5f0,..5.,,
60000040:,00004048,H@..,,
60000040:,0008d3dc,....,,
60000040:,00121a44,D...,,
60000040:,001fa40c,....,,
60000040:,00288b08,..(.,,
60000040:,0030adb0,..0.,,
60000040:,0038c560,`.8.,,
60000040:,00020970,p...,,
60000040:,000d5ac4,.Z..,,
60000040:,00184c10,.L..,,
60000040:,00253b94,.;%.,,
60000040:,002cc49c,"..,.",,
60000040:,0030341c,.40.,,
60000040:,0039281c,.(9.,,
60000040:,003b8388,..;.,,
60000040:,00044404,.D..,,
60000040:,000593b0,....,,
60000040:,000dace8,....,,
60000040:,0017f9f8,....,,
60000040:,0022a9a4,".."".",,
60000040:,002e6790,.g..,,
60000040:,0037a444,D.7.,,
60000040:,000199f8,....,,
60000040:,000b21a8,.!..,,
60000040:,0013d97c,|...,,
60000040:,001d308c,.0..,,
60000040:,0027696c,li'.,,
60000040:,00315db4,.]1.,,
60000040:,003fa97c,|.?.,,
60000040:,000a8674,t...,,
60000040:,0014dc18,....,,
60000040:,001f4f9c,.O..,,
60000040:,00275220,R'.,,
60000040:,0032ba74,t.2.,,
60000040:,003d8c9c,..=.,,
60000040:,00077488,.t..,,
60000040:,0011e6fc,....,,
60000040:,001d6ca8,.l..,,
60000040:,002636b4,.6&.,,
60000040:,00309e3c,<.0.,,
60000040:,003a3960,`9:.,,
60000040:,00026828,(h..,,
60000040:,000937b0,.7..,,
60000040:,000df0bc,....,,
60000040:,001385f0,....,,
60000040:,001784b4,....,,
60000040:,001d62d0,.b..,,
60000040:,00219704,..!.,,
60000040:,0027bdb0,..'.,,
60000040:,002c1ab4,"..,.",,
60000040:,003913e4,..9.,,
60000040:,00046edc,.n..,,
60000040:,000f1a9c,....,,
60000040:,00199860,`...,,
60000040:,0023a528,(.,,
60000040:,003097c4,..0.,,
60000040:,003c4d9c,.M<.,,
60000040:,0007122c,",...",,
60000040:,001182ec,....,,
60000040:,001c3794,.7..,,
60000040:,00260aec,..&.,,
60000040:,002f6428,(d/.,,
60000040:,00395870,pX9.,,
60000040:,00025498,.T..,,
60000040:,000dafc0,....,,
60000040:,001693fc,....,,
60000040:,00203c1c,.<,.,
60000040:,002a7ef4,.~*.,,
60000040:,0036d2d0,..6.,,
60000040:,000043fc,.C..,,
60000040:,00094748,HG..,,
60000040:,0012cc28,(...,,
60000040:,003fc948,H.?.,,
60000040:,001ced5c,\...,,
60000040:,000a61d0,.a..,,
60000040:,0029b974,t.).,,
60000040:,0013f2bc,....,,
60000040:,0033a68c,..3.,,
60000040:,001fee94,....,,
60000040:,003c9c2c,",.<.",,
60000040:,00298c10,..).,,
60000040:,00329a38,8.2.,,
60000040:,003bea74,t.;.,,
60000040:,0004c550,P...,,
60000040:,0012144c,L...,,
60000040:,001bebfc,....,,
60000040:,0024c18c,..$.,,
60000040:,00308368,h.0.,,
60000040:,003c2744,D'<.,,
60000040:,00055e54,T^..,,
60000040:,000e70b4,.p..,,
60000040:,00178e94,....,,
60000040:,0023b7a4,..,,
60000040:,002d9e1c,..-.,,
60000040:,00366874,th6.,,
60000040:,003f219c,.!?.,,
60000040:,0009016c,l...,,
60000040:,00151ac8,....,,
