addr,x,y,null,null.1
60000040:,001b38c8,.8..,,
60000040:,001b1d78,x...,,
60000040:,001b1a60,`...,,
60000040:,001b3184,.1..,,
60000040:,001b3af8,.:..,,
60000040:,001b2da4,.-..,,
60000040:,001b2a5c,\*..,,
60000040:,001b1930,0...,,
60000040:,001b1c68,h...,,
60000040:,001b24e8,.$..,,
60000040:,001b3924,$9..,,
60000040:,001b3418,.4..,,
60000040:,001b2c98,".,..",,
60000040:,001b3f30,0?..,,
60000040:,001b36c8,.6..,,
60000040:,001b31a0,.1..,,
60000040:,001b3ac4,.:..,,
60000040:,001b339c,.3..,,
60000040:,001b4c28,(L..,,
60000040:,001b4094,.@..,,
60000040:,001b369c,.6..,,
60000040:,001b4418,.D..,,
60000040:,001b4ed8,.N..,,
60000040:,001b4c20,L..,,
60000040:,001b3948,H9..,,
60000040:,001b492c,",I..",,
60000040:,001b4b28,(K..,,
60000040:,001b44bc,.D..,,
60000040:,001b4a04,.J..,,
60000040:,001b4e18,.N..,,
60000040:,001b4ff0,.O..,,
60000040:,001b4068,h@..,,
60000040:,001b5fac,._..,,
60000040:,001b55cc,.U..,,
60000040:,001b5e08,.^..,,
60000040:,001b5858,XX..,,
60000040:,001b5b34,4[..,,
60000040:,001b4c5c,\L..,,
60000040:,001b5704,.W..,,
60000040:,001b4cec,.L..,,
60000040:,001b8500,....,,
60000040:,001b7180,.q..,,
60000040:,001b649c,.d..,,
60000040:,001b5650,PV..,,
60000040:,001b6efc,.n..,,
60000040:,001b6d28,(m..,,
60000040:,001b9a50,P...,,
60000040:,001b72d4,.r..,,
60000040:,001b8e48,H...,,
60000040:,001b8c88,....,,
60000040:,001b6b10,.k..,,
60000040:,001b75cc,.u..,,
60000040:,001b799c,.y..,,
60000040:,001b7794,.w..,,
60000040:,001b6390,.c..,,
60000040:,001b7170,pq..,,
60000040:,001b796c,ly..,,
60000040:,001b6dc8,.m..,,
60000040:,001b984c,L...,,
60000040:,001d1c98,....,,
60000040:,001cfc20,...,,
60000040:,001d460c,.F..,,
60000040:,001cedd0,....,,
60000040:,001d26cc,.&..,,
60000040:,001d27d8,.'..,,
60000040:,001d2bbc,.+..,,
60000040:,001d2c34,"4,..",,
60000040:,001d427c,|B..,,
60000040:,001d31a8,.1..,,
60000040:,001d2580,.%..,,
60000040:,001d37c8,.7..,,
60000040:,001d3688,.6..,,
60000040:,001d375c,\7..,,
60000040:,001d4ffc,.O..,,
60000040:,001d402c,",@..",,
60000040:,001d3d70,p=..,,
60000040:,001d35b4,.5..,,
60000040:,001d3b50,P;..,,
60000040:,001d3e9c,.>..,,
60000040:,001d3ee8,.>..,,
60000040:,001d2e10,....,,
60000040:,001d3844,D8..,,
60000040:,001d4d30,0M..,,
60000040:,001d5228,(R..,,
60000040:,001b86a4,....,,
60000040:,001d65d4,.e..,,
